gene_id	gene_name	.T0.s1	.T0.s2	.T0.s3	.T96.s4	.T96.s5	.T96.s6
ENSG00000287852	ENSG00000287852	4	8	1	8	6	5
ENSG00000287853	ENSG00000287853	5.419	4.344	2.402	3.179	10	1.352
ENSG00000287854	ENSG00000287854	0	0	0	2	1	3
ENSG00000287855	ENSG00000287855	1	3	3	3	3	1
ENSG00000287856	ENSG00000287856	0	0	0	0	0	0
ENSG00000287857	ENSG00000287857	0	4	4	3	1	1
ENSG00000287858	ENSG00000287858	0	0	0	0	0	0
ENSG00000287859	ENSG00000287859	0	2	5.023	13	2.999	4
ENSG00000287860	ENSG00000287860	6	5	2	3.149	8.916	3.724
ENSG00000287861	ENSG00000287861	5	1	0	0	1.009	3
ENSG00000287862	ENSG00000287862	4	8	12	10.784	7	4
ENSG00000287863	ENSG00000287863	0	2.917	0	5	2	1
ENSG00000287864	ENSG00000287864	5	3	10	12	3	5
ENSG00000287865	ENSG00000287865	4	5	0	7	4	2
ENSG00000287866	ENSG00000287866	5	2	0	3	4	0
ENSG00000287867	ENSG00000287867	9	20	14	9	9	12.002
ENSG00000287868	ENSG00000287868	1	0	0	1	0	2
ENSG00000287869	ENSG00000287869	1.605	0	0	1	0	0
ENSG00000287870	ENSG00000287870	0	1	0	4	3	2
ENSG00000287871	ENSG00000287871	0	0	0	0	0	0
ENSG00000287872	ENSG00000287872	4	10	9	27	7	8
ENSG00000287873	ENSG00000287873	0	0	0	0	1	0
ENSG00000287875	ENSG00000287875	1	1	0	1	1	1
ENSG00000287876	ENSG00000287876	2	11.037	6	1	0	0
ENSG00000287877	ENSG00000287877	2	5.002	5.009	4	2.003	5
ENSG00000287878	ENSG00000287878	0	1	1	11	5	3
ENSG00000287879	ENSG00000287879	10	4.286	6.779	24.846	16.932	9.89
ENSG00000287880	ENSG00000287880	0	5	0	3	1	1
ENSG00000287881	ENSG00000287881	6	4	2	8.004	6	5
ENSG00000287882	ENSG00000287882	1	3.005	0	5.015	1	5.013
ENSG00000287883	ENSG00000287883	0	6	6	27.994	4.848	6
ENSG00000287884	ENSG00000287884	0	2	8	19.699	6	4
ENSG00000287885	ENSG00000287885	6	7.807	3.7	17.702	14	14.826
ENSG00000287886	ENSG00000287886	0	4	21	3	1	3
ENSG00000287887	ENSG00000287887	1	1	2	1.038	0	3
ENSG00000287888	ENSG00000287888	0	0	0	3.177	1.406	0
ENSG00000287889	FAM242B	0	0	0	1	0	0
ENSG00000287891	ENSG00000287891	3	2	6	4	1	0
ENSG00000287892	ENSG00000287892	1	2	4	5	3	2
ENSG00000287893	ENSG00000287893	0	0	0	1	0	0
ENSG00000287894	ENSG00000287894	0	1	0	0	1	1
ENSG00000287895	ENSG00000287895	3	2	0	3	2	0
ENSG00000287896	ENSG00000287896	4	7	3	14.943	6	3
ENSG00000287897	ENSG00000287897	0.905	1	0	0	0	0
ENSG00000287898	ENSG00000287898	1	0	0	0	0	0
ENSG00000287899	ENSG00000287899	5	5	5	6	6	5
ENSG00000287900	ENSG00000287900	11	10	6	10	13	3.999
ENSG00000287901	ENSG00000287901	2.221	9	13	4	2	1
ENSG00000287902	ENSG00000287902	0	2	0	0	3	1
ENSG00000287903	ENSG00000287903	0	3	1	4	0	0
ENSG00000287904	ENSG00000287904	6	1	0	6.996	3	5
ENSG00000287905	ENSG00000287905	2	0	0	3	1	0
ENSG00000287906	ENSG00000287906	0	0	0	0	0	0
ENSG00000287907	ENSG00000287907	2	0	0	5	4	0
ENSG00000287908	ENSG00000287908	0	2.256	0	0	1.52	4.699
ENSG00000287909	ENSG00000287909	0	3	0	1	1	0
ENSG00000287910	ENSG00000287910	0	1	2	2.007	1	2
ENSG00000287912	ENSG00000287912	1	2	1	12.298	1	4
ENSG00000287913	ENSG00000287913	19	22	12	24.003	27	11.162
ENSG00000287914	ENSG00000287914	0	1	0	4	0	0
ENSG00000287915	ENSG00000287915	2	0	0	2	0	0
ENSG00000287916	ENSG00000287916	0	1	3	5.243	0	0
ENSG00000287917	ENSG00000287917	7	5	5	14.307	1	3
ENSG00000287918	ENSG00000287918	80	56	50.964	253.306	151.993	78
ENSG00000287919	ENSG00000287919	9	15	15	11.961	15	14
ENSG00000287920	ENSG00000287920	2	2.001	8.053	5.023	3.007	2.002
ENSG00000287921	ENSG00000287921	0	1	0	1	0	1
ENSG00000287922	ENSG00000287922	0	3	1	0	0	0
ENSG00000287923	ENSG00000287923	1	8.027	0	8	1	6
ENSG00000287924	ENSG00000287924	0	2	3	0	0	0
ENSG00000287925	ENSG00000287925	0	14	4	5.025	1	2
ENSG00000287926	ENSG00000287926	0	1.623	4	0	0	0
ENSG00000287927	ENSG00000287927	0	0	0	3	4	1
ENSG00000287928	ENSG00000287928	0	0	3	1	0	2
ENSG00000287929	ENSG00000287929	1	3	0	2.693	3.003	2
ENSG00000287930	ENSG00000287930	1	3	0	1	0	0
ENSG00000287931	ENSG00000287931	1	0	7	2	1	0
ENSG00000287932	ENSG00000287932	4	2	5	4	11	6
ENSG00000287933	ENSG00000287933	0	1	1	45.971	0	1
ENSG00000287934	ENSG00000287934	0	0	3	9.105	0	2
ENSG00000287935	ENSG00000287935	5	2	6	5	3	5
ENSG00000287936	ENSG00000287936	0	1	1	6	0	1
ENSG00000287937	ENSG00000287937	20	11	2	21	15	7
ENSG00000287938	ENSG00000287938	0	0	3	0	1	0
ENSG00000287939	ENSG00000287939	8	1	0	2	1	1
ENSG00000287940	ENSG00000287940	2	2	6	2	1	2
ENSG00000287941	ENSG00000287941	1	2	0	4	0	0
ENSG00000287942	ENSG00000287942	0	0	0	0	0	1
ENSG00000287943	ENSG00000287943	3	5	0	2	3	0
ENSG00000287944	ENSG00000287944	0	2	9	11	3	4
ENSG00000287945	ENSG00000287945	0	3	0	0	0	0
ENSG00000287946	ENSG00000287946	2	0	3	0	0	0
ENSG00000287947	ENSG00000287947	0	0	2	0	2	1
ENSG00000287948	ENSG00000287948	0	1	0	1	1	0
ENSG00000287949	ENSG00000287949	11	8	8	9.999	5	5
ENSG00000287950	ENSG00000287950	10	7	6	14	6	2
ENSG00000287951	ENSG00000287951	0.999	2	2	1	1	3.01
ENSG00000287952	ENSG00000287952	2	1	1	8	3	4
ENSG00000287953	ENSG00000287953	1	7	11	10.478	4	8
ENSG00000287954	ENSG00000287954	0	0	0	0	0	0
ENSG00000287955	ENSG00000287955	2	3	8	2.174	1	0
ENSG00000287956	ENSG00000287956	0	5	1	0	4	3
ENSG00000287957	ENSG00000287957	8	2	3	7	2	0
ENSG00000287958	ENSG00000287958	3	11.126	5	8.031	3	7
ENSG00000287959	ENSG00000287959	1.066	2.088	1	18.968	2.108	2
ENSG00000287960	ENSG00000287960	4	1	6	6.431	3.381	4
ENSG00000287961	ENSG00000287961	0	2	0	0	0	0
ENSG00000287962	ENSG00000287962	4	0	2	1	3	0.82
ENSG00000287963	ENSG00000287963	3	6	8.06	25	7	7.048
ENSG00000287964	ENSG00000287964	45	100	64	30	35	54
ENSG00000287965	ENSG00000287965	0	0	0	0	0	0
ENSG00000287966	LARRPM	37	51.048	35.563	19.197	39	48
ENSG00000287967	ENSG00000287967	0	0	0	23.853	1	0
ENSG00000287968	ENSG00000287968	0	0	0	0	3	1
ENSG00000287969	ENSG00000287969	1	4	1	5	0	1.036
ENSG00000287970	ENSG00000287970	0	7	1	1	1	0
ENSG00000287971	ENSG00000287971	1	6	13	3	0	3
ENSG00000287972	ENSG00000287972	0	5	18	5	3	5
ENSG00000287973	ENSG00000287973	0	1	0	1	1	0
ENSG00000287974	ENSG00000287974	15	9	8	6	3	5
ENSG00000287975	ENSG00000287975	5	0	0	3	3	0
ENSG00000287976	ENSG00000287976	0	1	0	0	0	0
ENSG00000287977	ENSG00000287977	0	0	0	1	0	0
ENSG00000287978	ENSG00000287978	1	0	0	3	1	0
ENSG00000287979	ENSG00000287979	20.004	22.006	27.006	16.832	19.006	20.266
ENSG00000287980	ENSG00000287980	0	9	2	6	3	2
ENSG00000287981	ENSG00000287981	7.618	10.569	11.275	15.007	4.022	8.216
ENSG00000287982	ENSG00000287982	2	5	0	1	4	5
ENSG00000287983	ENSG00000287983	0	7	3	8	4	1
ENSG00000287984	ENSG00000287984	0	1	0	2	2.999	0
ENSG00000287985	ENSG00000287985	0	0	0	0	1	1
ENSG00000287986	ENSG00000287986	0	0	0	4	0	0
ENSG00000287987	ENSG00000287987	2	2	0	0	0	1
ENSG00000287988	ENSG00000287988	0	0	0	0	0	0
ENSG00000287989	ENSG00000287989	14	11	6	3.999	1	10
ENSG00000287990	ENSG00000287990	0	2	6	11	1	4
ENSG00000287991	ENSG00000287991	4.658	5.728	6.653	7.355	2.005	6
ENSG00000287992	ENSG00000287992	3	3	2	0	1	1
ENSG00000287993	ENSG00000287993	18	3	13	7	10	12
ENSG00000287994	ENSG00000287994	0	0	0	0	1	0
ENSG00000287995	ENSG00000287995	2	0	0	3.628	1	0
ENSG00000287996	ENSG00000287996	8	22.001	11	23.318	10	10.084
ENSG00000287997	EBF3-AS1	0	0	0	4	0	0
ENSG00000287998	ENSG00000287998	0	2.165	3	3.067	3.046	3.043
ENSG00000287999	ENSG00000287999	7	0	0	0	0	1
ENSG00000288000	ENSG00000288000	2.021	3.722	0	0	0	0
ENSG00000288001	ENSG00000288001	0	1	2	3	3	2
ENSG00000288002	ENSG00000288002	3	2	3	18.818	7.569	6
ENSG00000288003	ENSG00000288003	1	0	1	0	4	0
ENSG00000288004	ENSG00000288004	0	0	0	0	0	1
ENSG00000288005	ENSG00000288005	0	3	1	1	2	0
ENSG00000288006	ENSG00000288006	1	4	9	11	10	5
ENSG00000288007	ENSG00000288007	1	0	3	3	0	0
ENSG00000288008	ENSG00000288008	5	0	0	1	1	1
ENSG00000288009	ENSG00000288009	0	0	0	0	3	1
ENSG00000288010	ENSG00000288010	0	0	0	2.086	0	0
ENSG00000288011	ENSG00000288011	1	0	4	2	2	3
ENSG00000288012	ENSG00000288012	1	1	1	4.5	1	3
ENSG00000288013	ENSG00000288013	3	4	0	6	3	4
ENSG00000288014	ENSG00000288014	3	2	5	3	11	5
ENSG00000288015	ENSG00000288015	2	4	1	4	4	1
ENSG00000288016	ENSG00000288016	0	0	2	14.019	1	3
ENSG00000288017	ENSG00000288017	11	5	0	6	5	6
ENSG00000288018	ENSG00000288018	6	5	5	4	20.063	9
ENSG00000288019	ENSG00000288019	4	9	0	1	9	7
ENSG00000288020	ENSG00000288020	0	0	4	0	0	0
ENSG00000288021	ENSG00000288021	0	0	0	0	0	3
ENSG00000288022	ENSG00000288022	1	2	4	10	3	0
ENSG00000288023	ENSG00000288023	4	0	0	6	0	0
ENSG00000288024	ENSG00000288024	1	1	0	0	5	1
ENSG00000288025	ENSG00000288025	10	17.299	41	22	5	12
ENSG00000288026	ENSG00000288026	3.116	1	0	5.044	2.163	1
ENSG00000288028	ENSG00000288028	5	9	21	5	10	5.739
ENSG00000288029	ENSG00000288029	5	9	1	10.993	7.263	4
ENSG00000288030	ENSG00000288030	4	0	0	3	2	0
ENSG00000288031	ENSG00000288031	0	0	0	31	0	0
ENSG00000288032	ENSG00000288032	2	4	0	0	0	2
ENSG00000288033	ENSG00000288033	0	0	0	2	0	0
ENSG00000288034	ENSG00000288034	2	1	0	5	0	1
ENSG00000288035	ENSG00000288035	0	1	2	4	2	0
ENSG00000288036	ENSG00000288036	2	0	0	0	0	0
ENSG00000288037	ENSG00000288037	2	3	0	1.989	1	2
ENSG00000288038	ENSG00000288038	0	2	6	4	0	0
ENSG00000288039	ENSG00000288039	2	3	0	4	3.564	4
ENSG00000288040	ENSG00000288040	0	0	0	9	0	0
ENSG00000288041	ENSG00000288041	5	7	7	6.994	8	0
ENSG00000288042	ENSG00000288042	0	0	0	1	0	0
ENSG00000288043	ENSG00000288043	0	3	2	0	2	0
ENSG00000288044	ENSG00000288044	0	0	0	1	0	0
ENSG00000288045	ENSG00000288045	24.895	12.845	23.399	45.864	37.132	22.321
ENSG00000288046	ENSG00000288046	13	1	0	10	4	4
ENSG00000288047	ENSG00000288047	1	2	4	22	4	4
ENSG00000288048	ENSG00000288048	5	1	2.006	4	1	3
ENSG00000288049	ENSG00000288049	5	7	10	17	2	11
ENSG00000288050	ENSG00000288050	1	4	4	2.998	3	2
ENSG00000288051	ENSG00000288051	0	6	2	8	3	0
ENSG00000288052	ENSG00000288052	1	0	0	1	0	2
ENSG00000288053	ENSG00000288053	0	0	0	0	0	0
ENSG00000288054	ENSG00000288054	8.454	3.221	6	7.11	10.894	8
ENSG00000288055	ENSG00000288055	13	19	18	21	32	9
ENSG00000288056	ENSG00000288056	2	2	4	10	3	6
ENSG00000288057	ENSG00000288057	2	0	3	8	0	1
ENSG00000288059	ENSG00000288059	0	2	0	0	3	3
ENSG00000288060	ENSG00000288060	6	11.999	7	4	14	12
ENSG00000288061	ENSG00000288061	8.001	40.003	20	24.843	37	26.013
ENSG00000288062	ENSG00000288062	5	1.012	0	100.842	3	0
ENSG00000288063	ENSG00000288063	22	12	5	13	14	18
ENSG00000288064	ENSG00000288064	3	0	5	5.995	0	1
ENSG00000288065	ENSG00000288065	5	6	0	3	4	3.999
ENSG00000288066	ENSG00000288066	1	1	0	0	3	0
ENSG00000288067	ENSG00000288067	0	0	3	2	1	1
ENSG00000288068	ENSG00000288068	0	6	5	16	4	3
ENSG00000288069	ENSG00000288069	1	3	0	0	0	0
ENSG00000288070	ENSG00000288070	2	2	9	1.218	1	1
ENSG00000288071	ENSG00000288071	0	0	3.626	3.352	2	0
ENSG00000288072	ENSG00000288072	414.056	559.253	425.701	393.273	775.379	560.995
ENSG00000288073	ENSG00000288073	0	0	0	1	0	0
ENSG00000288074	ENSG00000288074	8	7	1	2	8	10
ENSG00000288075	ENSG00000288075	163.98	153.627	137.918	180.098	213.764	172.853
ENSG00000288076	ENSG00000288076	52.171	43	30	3.127	3.014	32.807
ENSG00000288077	ENSG00000288077	3	8	17	8.985	8	6
ENSG00000288078	ENSG00000288078	0	0	0	0	0	1
ENSG00000288079	ENSG00000288079	6	5	7	58	11	9
ENSG00000288080	ENSG00000288080	4	0	3	7	2	1
ENSG00000288081	ENSG00000288081	1	0	0	3	0	0
ENSG00000288082	ENSG00000288082	20	13	13	9.377	15	9
ENSG00000288083	ENSG00000288083	0	0	0	1	1	0
ENSG00000288084	ENSG00000288084	0	6	4	7	1	4
ENSG00000288085	ENSG00000288085	2	1	0	1	0	2
ENSG00000288086	ENSG00000288086	3	7	0	14	7	6
ENSG00000288087	ENSG00000288087	10	21	13	14	17	9
ENSG00000288088	ENSG00000288088	5	4	12	6	7	2
ENSG00000288089	ENSG00000288089	0	2	0	0	0	1
ENSG00000288090	ENSG00000288090	1	4	0	8.681	1	4
ENSG00000288091	ENSG00000288091	3	2	0	1	2	6
ENSG00000288092	ENSG00000288092	0	0	0	0	0	0
ENSG00000288093	ENSG00000288093	9	8	6	7.212	13	3
ENSG00000288094	ENSG00000288094	0	0	5	0	1	2
ENSG00000288095	ENSG00000288095	0	2	0	2	3	0
ENSG00000288096	ENSG00000288096	7.243	23.433	8.812	20.498	12.036	12.45
ENSG00000288097	ENSG00000288097	2	2	1	17	5	1
ENSG00000288098	ENSG00000288098	0	7	2	1	7	1
ENSG00000288099	ENSG00000288099	35	32	34	16	22	26
ENSG00000288100	ENSG00000288100	2	2	0	3.001	7	2
ENSG00000288101	ENSG00000288101	1	0	0	0	0	0
ENSG00000288102	ENSG00000288102	0	0	0	0	0	0
ENSG00000288103	ENSG00000288103	2	3	3	4	2	2
ENSG00000288104	ENSG00000288104	0	5	1	3	0	0
ENSG00000288105	ENSG00000288105	0	0	0	1	1	1
ENSG00000288106	ENSG00000288106	7	7	7	11	12	2
ENSG00000288107	ENSG00000288107	22	25.014	17.526	20	32	20
ENSG00000288108	ENSG00000288108	1	1	0	1.304	1	2
ENSG00000288109	ENSG00000288109	1	0	0	2	2	0
ENSG00000288110	ENSG00000288110	0	0	1	2.981	6	0
ENSG00000288111	ENSG00000288111	0	0	0	0	0	0
ENSG00000288139	ENSG00000288139	1	1	2	0	0	0
ENSG00000288153	ENSG00000288153	0	0	0	0	0	0
ENSG00000288156	ENSG00000288156	2	3.019	1	6	4	7
ENSG00000288162	ENSG00000288162	1	0	2	3	1	2
ENSG00000288172	ENSG00000288172	1	3	0	2	3.351	1
ENSG00000288177	ENSG00000288177	1	0	3.481	3.657	9.304	1
ENSG00000288187	ENSG00000288187	1	2	2	2	4	1
ENSG00000288208	ENSG00000288208	0	0	0	0	0	0
ENSG00000288218	ENSG00000288218	11	4	0	14	12.709	20
ENSG00000288225	ENSG00000288225	0	0	0	0	0	0
ENSG00000288234	ENSG00000288234	0	2	4	5	9	2
ENSG00000288235	FAM106C	6	8	9	3	6	0
ENSG00000288245	ENSG00000288245	0	2	0	0	1	1
ENSG00000288252	ENSG00000288252	0	2	2	2	0	0
ENSG00000288253	ENSG00000288253	8.999	19	4	6	6	5
ENSG00000288255	ENSG00000288255	7	1	3	0	5	1
ENSG00000288258	ENSG00000288258	0	0	0	0	0	0
ENSG00000288262	ZNF73P	12.097	30.571	16.49	23.932	21.675	26.796
ENSG00000288266	ENSG00000288266	1	1	5	1	2	3
ENSG00000288271	ENSG00000288271	4.17	2.822	0	88.271	5.696	1.37
ENSG00000288300	ENSG00000288300	14.672	13.859	14.411	495.333	12.176	19.412
ENSG00000288302	ENSG00000288302	0	0	2	3	0	0
ENSG00000288321	ENSG00000288321	0	0	0	3	1	1
ENSG00000288330	ENSG00000288330	1	5.996	2.996	10.275	10.401	21
ENSG00000288349	ENSG00000288349	6.034	0	1.783	0	1.235	1.785
ENSG00000288393	ZNF75CP	1.052	1	3.095	0	2	3.005
ENSG00000288398	ENSG00000288398	3	8	5	2.002	7.917	8
ENSG00000288434	ANKRD33BP3	6.163	1.246	7.327	1.157	0	0
ENSG00000288437	ENSG00000288437	1	0	2	1	2	1
ENSG00000288459	ENSG00000288459	1	1	0	0	2	0
ENSG00000288460	SMIM42	1	2	2	0	0	0
ENSG00000288473	ENSG00000288473	8.965	19.69	0	0	0	7.77
ENSG00000288484	DYNAPP3	0	0	0	0	0	0
ENSG00000288520	ENSG00000288520	0	0	0	0	0	0
ENSG00000288523	ENSG00000288523	4	4	2	10	4	4
ENSG00000288524	ENSG00000288524	1	2	2	5	1	1
ENSG00000288525	ENSG00000288525	0	3	0	4.369	2	2
ENSG00000288526	ENSG00000288526	0	0	0	0	0	0
ENSG00000288527	ENSG00000288527	0	0	0	0	0	0
ENSG00000288528	ENSG00000288528	0	0	0	0	1	0
ENSG00000288529	ENSG00000288529	0	0	0	0	0	0
ENSG00000288530	ENSG00000288530	0	0	1	0	0	0
ENSG00000288531	ENSG00000288531	18.027	36.187	40.013	34.604	29.086	40.06
ENSG00000288532	ENSG00000288532	0	0	0	2	0	0
ENSG00000288533	ENSG00000288533	0	6	1	7.999	7.945	5
ENSG00000288534	ENSG00000288534	80.211	130.632	170.962	50.283	19.96	125.643
ENSG00000288535	ENSG00000288535	14	8	5	15.792	7	2
ENSG00000288536	ENSG00000288536	2	0	0	3	2	0
ENSG00000288537	ENSG00000288537	0	8	0	4	0	1
ENSG00000288538	ENSG00000288538	2	3	0	8	0	0
ENSG00000288539	ENSG00000288539	3	5	3	4	4	0
ENSG00000288540	ENSG00000288540	2	3	5	2	2	5
ENSG00000288542	ENSG00000288542	1.423	0	0	0	0	1.068
ENSG00000288543	ENSG00000288543	3	3	1	6	4	4
ENSG00000288545	ENSG00000288545	0	0	0	0	2	0
ENSG00000288547	C3orf36	6	12	5	9.004	12	9
ENSG00000288548	ENSG00000288548	0	2	0	6.281	1	1
ENSG00000288549	ENSG00000288549	1	2	0	4	4	1
ENSG00000288550	ENSG00000288550	0	9.012	0	2.465	12.717	11.304
ENSG00000288551	ENSG00000288551	2	1	0	4	6	3
ENSG00000288552	ENSG00000288552	3	0	0	0	0	1
ENSG00000288553	ENSG00000288553	4	0	0	2	3	0
ENSG00000288554	ENSG00000288554	0	1	0	1	0	0
ENSG00000288555	ENSG00000288555	0	1	0	2	0	4
ENSG00000288556	ENSG00000288556	1	0	0	1	1.085	0
ENSG00000288557	ENSG00000288557	0	1	1	8.186	2	2
ENSG00000288558	DUS4L-BCAP29	3.372	1.369	6.932	28.206	7.969	5.36
ENSG00000288559	ENSG00000288559	0	2	1	4.051	0	0
ENSG00000288560	ENSG00000288560	3	8	3	3.492	3	2
ENSG00000288561	ENSG00000288561	6	17	3	9	12	4.256
ENSG00000288562	ENSG00000288562	1	2	0	2	2	0
ENSG00000288563	ENSG00000288563	3.629	10	3	7	6	7
ENSG00000288564	ENSG00000288564	80.778	72.098	89.536	45.232	33.431	34.537
ENSG00000288565	ENSG00000288565	1	4	0	5.628	7	5
ENSG00000288566	ENSG00000288566	0	0	1	1	0	1
ENSG00000288567	ENSG00000288567	0	0	0	0	0	0
ENSG00000288568	ZCCHC14-DT	9	18.156	16	6	5	9
ENSG00000288569	LINC01949	5	8	1	5	5	9
ENSG00000288570	ENSG00000288570	0	0	0	0	0	0
ENSG00000288571	ENSG00000288571	0	2	2	4.716	7	1
ENSG00000288573	ENSG00000288573	0	1.074	0	1.962	4	1
ENSG00000288574	ENSG00000288574	4.058	5	9	5.534	8	18
ENSG00000288575	ENSG00000288575	4	4	8	8.999	6	1
ENSG00000288576	ENSG00000288576	4	3	3	50.955	1	6
ENSG00000288577	ENSG00000288577	1	3	5	12	15	10
ENSG00000288578	ENSG00000288578	0	0	0	0	1	0
ENSG00000288579	ENSG00000288579	1	0	0	0	0	1
ENSG00000288580	ENSG00000288580	5	3	2	7	2	3
ENSG00000288581	ENSG00000288581	0	1	0	1	0	0
ENSG00000288582	ENSG00000288582	0	7.35	0	2.65	4	4.623
ENSG00000288583	ENSG00000288583	0	1	0	0	0	0
ENSG00000288584	ENSG00000288584	0	0	0	3	1	3
ENSG00000288585	ENSG00000288585	2	6.111	2	4	8.115	11.263
ENSG00000288586	ENSG00000288586	3	3	1	3	3	1
ENSG00000288587	ENSG00000288587	1.638	0	0	0	0	0
ENSG00000288588	ENSG00000288588	3	4	2	5.164	2.994	1
ENSG00000288589	ENSG00000288589	0	0	0	6	1	0
ENSG00000288591	ENSG00000288591	0	6.219	0	0	0	0
ENSG00000288592	ENSG00000288592	0	0	0	0	0	0
ENSG00000288593	ENSG00000288593	0	0	0	0	0	0
ENSG00000288595	ENSG00000288595	0	0	0	2	0	0
ENSG00000288596	C8orf44	1	6	1	4	2	3
ENSG00000288597	ENSG00000288597	42.498	37.196	19.039	16.531	49.887	43.296
ENSG00000288598	ENSG00000288598	24	34	20.046	401.646	20.999	35
ENSG00000288600	ENSG00000288600	0	0	0	0	0	0
ENSG00000288601	5S_rRNA	1.967	0	1.988	0.826	2.988	0
ENSG00000288602	C8orf44-SGK3	0	0	0	0	0	0
ENSG00000288603	SNORA74C-2	2	0	0.5	0	0	1
ENSG00000288604	ENSG00000288604	1135.053	1168.088	1074.348	756.396	1176.474	1034.882
ENSG00000288605	ENSG00000288605	1	0	0	0	0	1
ENSG00000288606	ENSG00000288606	0	0	0	0	0	0
ENSG00000288607	ELOA3BP	0	0	0	0	0	0
ENSG00000288608	ENSG00000288608	0	0	0	0	0	0
ENSG00000288610	ENSG00000288610	0	0	0	4	1	0
ENSG00000288611	NPBWR1	59	148.891	122.482	130.002	191.133	177.742
ENSG00000288612	ENSG00000288612	0	1	3.017	1.991	1.008	1
ENSG00000288614	ENSG00000288614	0	0	0	0	0	0
ENSG00000288615	ENSG00000288615	0	0	0	0	0	0
ENSG00000288616	ELOA3DP	0	0	11.291	563.155	0	4.901
ENSG00000288618	ENSG00000288618	1.84	7	1	2	9	0
ENSG00000288620	ENSG00000288620	0	0	8.908	0	0	0
ENSG00000288622	PDCD6-AHRR	8.65	4.828	11.188	3.796	0	2.74
ENSG00000288623	ENSG00000288623	9.42	0	0	14.191	7.027	0
ENSG00000288625	ENSG00000288625	0	0	1.919	3.99	0	0
ENSG00000288626	ENSG00000288626	0	0	0	0	0	0
ENSG00000288627	ENSG00000288627	4.949	0	0	0	0	0
ENSG00000288629	ENSG00000288629	0	0	0	0	0	0
ENSG00000288631	ELOA3P	0	0	0	0	0	0
ENSG00000288632	ENSG00000288632	3.929	1.577	3.992	6.67	3.905	2.488
ENSG00000288633	ENSG00000288633	0	3.137	14.574	7.581	1.353	0
ENSG00000288634	ENSG00000288634	0	0	0	0	0	0
ENSG00000288635	ENSG00000288635	0	0	0	0	0	0
ENSG00000288636	ENSG00000288636	0	0	0	2.94	0	0
ENSG00000288637	ENSG00000288637	44.182	26.735	55.605	125.472	29.959	3.653
ENSG00000288638	LNCDAT	6.137	84.05	10.028	26	29.169	80.461
ENSG00000288640	ENSG00000288640	319.922	413.155	3.321	599.926	712.731	504.057
ENSG00000288642	CDR1	0	1	0	0	0	1
ENSG00000288643	ENSG00000288643	0	0	0	0	0	0
ENSG00000288644	ENSG00000288644	0	0	0	0	0	0
ENSG00000288645	ENSG00000288645	0	0	0	12.086	6.506	0
ENSG00000288646	ENSG00000288646	0	0	0	0	0	0
ENSG00000288648	ENSG00000288648	14	27	30	22	13	18
ENSG00000288649	ACTL10	57.176	86.072	44.607	45.282	73.034	78.957
ENSG00000288654	ENSG00000288654	0	0	0	0	0	0
ENSG00000288656	ENSG00000288656	0	0	0	0	0	0
ENSG00000288657	ENSG00000288657	5.896	6	1	11.213	6	2
ENSG00000288658	ENSG00000288658	29	37.994	31.038	46.616	48.252	29.99
ENSG00000288659	ENSG00000288659	0	0	4	2	0	0
ENSG00000288661	ENSG00000288661	0	0	0	0	0	0
ENSG00000288662	ENSG00000288662	0	0	0	0	0	0
ENSG00000288663	ENSG00000288663	30.181	57.1	49.466	83.906	84.657	75.422
ENSG00000288665	ENSG00000288665	0	0	0	0	0	0
ENSG00000288667	ENSG00000288667	0	0	0	0	0	0
ENSG00000288669	ENSG00000288669	11.428	4.431	0	24.023	6.666	6.907
ENSG00000288670	ENSG00000288670	0	2	1	2.963	0	0
ENSG00000288671	ENSG00000288671	0	0	0	0	0	0
ENSG00000288674	ENSG00000288674	6.126	5.065	0	22.403	11.537	8.282
ENSG00000288675	PANO1	3	1.001	3	5.127	3	3
ENSG00000288677	HRURF	11.996	5.02	9.91	72.306	10.673	4.449
ENSG00000288678	ENSG00000288678	0	0	0	0	0	0
ENSG00000288679	ENSG00000288679	0	6	0	21	1	3
ENSG00000288680	ENSG00000288680	0	0	0	0	0	0
ENSG00000288681	ENSG00000288681	0	0	0	0	0	0
ENSG00000288683	ENSG00000288683	0	0	10.062	0	10.315	0
ENSG00000288684	ENSG00000288684	0	0	0	0	0	0
ENSG00000288685	ENSG00000288685	4	12	12	13	8	3
ENSG00000288686	ENSG00000288686	0	0	0	0	0	0
ENSG00000288690	ENSG00000288690	0	0	0	8.237	0	0
ENSG00000288691	ENSG00000288691	1	0	1	0	1	0
ENSG00000288692	ENSG00000288692	2	0	0	0	0	1
ENSG00000288694	ENSG00000288694	0	0	0	0	1.992	0
ENSG00000288695	ENSG00000288695	0	0	1.077	0	0	0
ENSG00000288696	ENSG00000288696	4	0	0	2	2	5
ENSG00000288697	ENSG00000288697	0	0	0	1	0	0
ENSG00000288698	ENSG00000288698	0	0	0	0	0	0
ENSG00000288699	ENSG00000288699	33.756	43.189	60.067	46.77	0	0
ENSG00000288700	ENSG00000288700	8.322	12.5	17.07	8.063	18.071	5.014
ENSG00000288701	PRRC2B	1936.561	2412.04	1946.767	1361.237	1228.116	1148.306
ENSG00000288702	UGT1A3	0	0	0	6.662	0	0
ENSG00000288703	ENSG00000288703	5	5	2	9.06	4.55	4
ENSG00000288704	ENSG00000288704	1	0	0	8	1	1
ENSG00000288705	UGT1A5	5	5.581	2	1.294	7.351	4
